12.96866761,79.16412777
12.96815383,79.16521851
12.96853243,79.16554109
12.96840302,79.16603365
12.9675276,79.15915596
12.96869906,79.15515484
12.96786086,79.16324739
12.96838454,79.16442418
12.9689917,79.15439052
12.96886494,79.15569995
12.9681989,79.16387343
12.96759581,79.16000146
12.9675988,79.16525815
12.96782368,79.16259391
12.96819518,79.15464544
12.96851478,79.16750292
12.96835469,79.16238453
12.96837056,79.1616552
12.96883592,79.16311209
12.96792329,79.1585489
12.96897387,79.15739605
12.96797809,79.16076433
12.96853545,79.16232318
12.96808963,79.15634521
12.96876142,79.16085906
12.96867166,79.16609011
12.96877615,79.15783287
12.96842404,79.15779345
12.96785742,79.15838567
12.96877281,79.16125097
